"","metric","Hyp.No1","Hyp.No2","Hyp.No3","Hyp.No4","Hyp.No5","Hyp.No6","Hyp.No7","Hyp.No8","seed","case"
"69","statistic",7.47819941149842,1.91917370143854,3.49750316966558,19.3433339997667,9.35036405542024,0.757147078689632,2.83468182362271,3.70669008905545,35,"n = 100"
"70","p.value",0.00312252465966353,0.0829738898030989,0.000358075709279645,5.45998913835631e-06,0.00111470589746576,0.192111407162568,0.0461245355770493,0.027097380074694,35,"n = 100"
"71","statistic",9.90394590728106,6.26082265448925,3.00710441111476,2.97677618579051,3.88574587255836,7.73321491631085,4.76040206360356,7.19355060844683,36,"n = 100"
"72","p.value",0.000824623831636381,0.00617184359863335,0.00172550485147018,0.0422336809864271,0.0243488136478244,0.00271070668215076,0.014560872327489,0.00365830316578294,36,"n = 100"
"73","statistic",11.5220164152618,6.8153930050281,4.35649675934182,2.98829558923841,8.39129639477365,6.31024259977259,6.8153930050281,8.95286224393139,37,"n = 100"
"74","p.value",0.000343883732815998,0.00451877060983901,1.69996395963498e-05,0.0419342001851664,0.0018851095739254,0.00600212062845713,0.00451877060983901,0.0013851759164114,37,"n = 100"
"75","statistic",3.02604766496763,6.40403601583576,2.35618565054762,0.123289049919485,8.07503957289801,1.47261285909713,7.70156407060432,3.64272446303696,38,"n = 100"
"76","p.value",0.0409686926870325,0.00569306150380144,0.0102743729635198,0.362747134772135,0.00224395636021268,0.112466947736779,0.00275864980047242,0.0281573547769535,38,"n = 100"
"77","statistic",6.43420434397163,13.7975254699556,4.3954607786556,6.72757475083056,9,4.2612279475043,8.78769258957441,8.51876512048482,39,"n = 100"
"78","p.value",0.005597164503273,0.000101802110228345,1.45466014959485e-05,0.00474667955900663,0.00134989803163009,0.0194958631779111,0.0015163479952399,0.00175751462225848,39,"n = 100"
"79","statistic",14.9070345240974,5.44097161284661,2.7939482101261,4.75414262203804,6.35584996321123,2.54955903158087,5.46519886363636,0.490834388607483,40,"n = 100"
"80","p.value",5.64705264132683e-05,0.00983486245506339,0.00318269470959381,0.014613925134095,0.00584974403363256,0.0551625218766683,0.00969942320358185,0.241777669369753,40,"n = 100"
"81","statistic",5.89653971028971,13.1168992995309,3.11396184981215,1.84912743506493,2.48946532191213,10.7955510875679,1.6843998015873,5.18741830246367,41,"n = 100"
"82","p.value",0.00758533042263963,0.000146321988448462,0.0012596448768905,0.0869424564689198,0.0573053274274364,0.000508721597426577,0.0971704233740558,0.0113754947190911,41,"n = 100"
"83","statistic",11.2374662498546,1.42875659879336,4.60233586959472,4.85721081043339,5.35883555464191,9.4489313633521,9.30506881598793,4.16169732894408,42,"n = 100"
"84","p.value",0.000400812576393105,0.11598373471303,7.96936640716035e-06,0.0137654047171614,0.0103087679262753,0.00105636079511525,0.0011426036145395,0.0206739749141878,42,"n = 100"
"85","statistic",5.50380352406215,13.0050135336266,3.08110502119432,2.15773809523809,7.41813966966097,7.89728031546997,5.39632485569985,2.4318260119297,43,"n = 100"
"86","p.value",0.00948757889049963,0.000155329048687042,0.0013627959627439,0.0709266846682676,0.00322847707734723,0.0024754591111858,0.0100896001792129,0.0594471652281881,43,"n = 100"
"87","statistic",6.69896125398358,17.3563168202925,3.20695663310449,1.87691521961185,0.219298245614035,1.89528559250983,13.4242011482222,1.93788203771723,44,"n = 100"
"88","p.value",0.00482345484501853,1.54933314113532e-05,0.00102219874300356,0.0853425838662991,0.319787570474344,0.0843034809308817,0.000124199387794364,0.0819493418858378,44,"n = 100"
"89","statistic",3.60102283804274,8.28158610007014,4.20243538299596,2.72421192483417,5.79673782137434,2.67549494413411e-30,3.2366517222629,0.482500901698472,45,"n = 100"
"90","p.value",0.0288720165312437,0.0020024565093134,3.01013338717981e-05,0.0494184475906551,0.00802796837774033,0.500000000000001,0.0360038293531216,0.243645844726719,45,"n = 100"
"91","statistic",0.676879020381481,2.98248455145962,2.88112996442077,6.78719389821156,5.49925929892197,0.317997791682002,9.27265985572213,0.491118796680271,46,"n = 100"
"92","p.value",0.205331749141335,0.0420849873295659,0.0026315947866777,0.00459070597401763,0.00951226518361529,0.286406695259751,0.00116299837159414,0.24171432946736,46,"n = 100"
"93","statistic",9.9016552726163,0.677471910264243,1.61522258508681,0.0696846068205788,6.68465079792187e-31,5.95293812058071,1.94248422613192,0.148295908527346,47,"n = 100"
"94","p.value",0.00082565088045035,0.205229312168726,0.0548113227124089,0.604101726705727,0.5,0.00734638864407368,0.0816995272034413,0.649915401434262,47,"n = 100"
"95","statistic",6.03404471544715,6.73956378986867,3.22112337863719,3.46624945291998,8.17328152262126,0.968168275061963,6.13299768518519,5.01668784340659,48,"n = 100"
"96","p.value",0.00701627129823094,0.00471488398454183,0.000886323913334239,0.0313165859580455,0.00212559630991845,0.162568715510324,0.00663408598394851,0.0125520723610633,48,"n = 100"
"97","statistic",11.7412071211463,8.01185185185185,3.67157441013686,1.91781720020923,0.0596341021872937,5.03069767441861,1.18518518518519,1.46944971537002,49,"n = 100"
"98","p.value",0.00030565680772266,0.00232360952608273,0.000209275748074112,0.0830487453357157,0.403537597093105,0.0124509326388291,0.138151458668742,0.112716268142701,49,"n = 100"
"99","statistic",7.76360631116066,6.62325041574279,3.25451331910666,5.11866929698709,11.5368277310924,2.54271904566022,6.20751480647314,1.13970442731408,50,"n = 100"
"100","p.value",0.00266547071617868,0.00503279843835115,0.000819039221937981,0.0118348803700071,0.00034115482454385,0.0554019127717627,0.00636045475491449,0.142857396085226,50,"n = 100"
"101","statistic",5.63327968850741,0.529392482517483,1.50336319239149,4.31008370114857,7.6335499915079,0.216133996212121,1.03767996523678,0.107912326388889,51,"n = 100"
"102","p.value",0.00881131511180883,0.233431192227658,0.0681174640250801,0.0189435487288324,0.00286462127665596,0.321000770347427,0.154180832566861,0.37126677819491,51,"n = 100"
"103","statistic",5.74304589547816,11.8473962231963,3.40683809563417,4.65205690119185,9.54853702278253,0.365055259087839,12.354833722238,7.35462962962963,52,"n = 100"
"104","p.value",0.00827703059793063,0.000288710128985647,0.000487099059766696,0.0155081802333628,0.0010005442283857,0.272855995365199,0.000219923081598553,0.00334451438419986,52,"n = 100"
"105","statistic",4.77363394584139,11.3053489492945,4.5707474256831,9.67592190418277,7.13835665758743,1.74065302444171,3.99752875225587,2.20267938375362,53,"n = 100"
"106","p.value",0.0144493826336795,0.000386420612116204,8.5782217013713e-06,0.000933492828678392,0.00377261361423734,0.0935280527503018,0.0227835139859311,0.0688855412289484,53,"n = 100"
"107","statistic",2.56006440493469,0.746527227878331,4.55604211023316,7.40773929001548,1.65137974970764,0.00171704793028322,2.72068780278169,0.957942221067222,54,"n = 100"
"108","p.value",0.0547970592966956,0.193788981624562,7.74921866930802e-06,0.00324719403803823,0.0993856218913125,0.483473647753839,0.0495276616902475,0.163852939405088,54,"n = 100"
"109","statistic",3.87317654808802,5.24130706180125,2.7738613818646,8.628920486628,7.72445944859738,2.04470667182418,9.01398383593151,1.08466326179647,55,"n = 100"
"110","p.value",0.0245317892681363,0.0110283482168405,0.00335355573204743,0.00165433793056278,0.00272388339633667,0.0763682107499282,0.0013396090078014,0.148828344913468,55,"n = 100"
"111","statistic",22.5797072660446,7.833652457824,2.74075371521913,11.2923903458324,6.65296298769884,0.383616383616384,9.64281424994955,1.30526315851985,56,"n = 100"
"112","p.value",1.00801414376971e-06,0.00256411848642052,0.0037752087457322,0.000389127082715485,0.00494955363805209,0.267837067756803,0.000950468819858327,0.126627040258341,56,"n = 100"
"113","statistic",10.456875,7.03173421807747,2.31466236758031,19.3151022419315,12.7124152660414,4.73072991391679,19.86875,8.27207257762813,57,"n = 100"
"114","p.value",0.000610969095049289,0.0040038884148898,0.0114617520800067,5.54131496189819e-06,0.000181617995011961,0.0148141545474133,4.14725844163116e-06,0.0020129761108164,57,"n = 100"
"115","statistic",7.59605359504913,3.28918057126697,3.03622382814839,4.46296775554022,0.542418849055005,3.20226115348067,0.153436632811633,0.256993006993007,58,"n = 100"
"116","p.value",0.00292481004566757,0.0348689089305573,0.00154695015581164,0.01731863467554,0.230716001104568,0.0367682673967311,0.347636293257742,0.306096783234211,58,"n = 100"
"117","statistic",10.15625,8.38324195906432,3.55408943491748,5.21143353174603,2.99479166666667,4.79954191767068,0.835746527777778,0.7998046875,59,"n = 100"
"118","p.value",0.000719064259386909,0.00189348164514092,0.000315984278218881,0.0112194130071062,0.0417663280825785,0.0142336525035082,0.180308053218967,0.185575885580794,59,"n = 100"
"119","statistic",5.7692594834544,11.6983372701931,2.9092778223232,15.8052453587535,7.3044317609535,1.12181059699949,6.76822494088328,3.61140914888259e-31,60,"n = 100"
"120","p.value",0.00815445269661728,0.000312779860731572,0.00247613807083089,3.51038012056169e-05,0.00343923729663388,0.144764459695769,0.00463975420756192,0.5,60,"n = 100"
"121","statistic",14.4616356382979,7.03173421807747,3.53446011089066,10.6691919191919,15.7981226946744,2.91439082278481,7.03173421807747,5.17059782608696,61,"n = 100"
"122","p.value",7.15217191164088e-05,0.0040038884148898,0.000332661157094981,0.000544673484399792,3.52361984720788e-05,0.0438962796443162,0.0040038884148898,0.0114861544661718,61,"n = 100"
"123","statistic",7.68137090493122,0.602673373816096,2.29097075753903,3.76467954385726,7.28781985804458,2.21987838427333,4.00307513297872,0.020725980718085,62,"n = 100"
"124","p.value",0.00278968834502832,0.218779913487544,0.0121497729769057,0.0261729438419413,0.00347118365572754,0.0681218957563506,0.0227086644578717,0.442763972231634,62,"n = 100"
"125","statistic",27.0340169214053,10.5739027642307,3.72631139980435,5.40529937465182,6.90453913945558,4.27423590174706,3.84272258768476,1.893606541468,63,"n = 100"
"126","p.value",9.99531602780322e-08,0.000573476625661637,0.000166712469007929,0.0100378525090112,0.0042988592718541,0.0193471787306659,0.0249811650753359,0.0843978498859233,63,"n = 100"
"127","statistic",3.11058735088238,6.2816572845965,3.41601236216566,9,7.81440781440781,0.184613927092576,5.22646307686954,4.7269412908797,64,"n = 100"
"128","p.value",0.038892452559869,0.00609969806700004,0.000472805962894504,0.00134989803163009,0.00259156646145331,0.333718862838767,0.011122862244056,0.0148468231723577,64,"n = 100"
"129","statistic",0.408333333333334,0.56176956300813,3.34395609050643,2.3850422832981,2.99878692735836,3.92628205128205,5.81362141148325,3.08867521367522,65,"n = 100"
"130","p.value",0.261408326959544,0.226774068086202,0.000650885309457095,0.0612507889096685,0.0416634429302223,0.0237684656010345,0.0079512569349466,0.0394194853813649,65,"n = 100"
"131","statistic",8.19869281045752,2.71058823529412,4.64185898529653,3.81623845845042,2.15888309023596,5.20631276901004,6.98944537815126,2.88020685197156,66,"n = 100"
"132","p.value",0.00209602909255723,0.049842113856844,5.90365038388241e-06,0.025379034151627,0.0708738455559045,0.0112525071073079,0.0040995878167988,0.0448372507963566,66,"n = 100"
"133","statistic",3.4497572778828,8.85924027459954,4.65997955650579,6.46556241544237,10.6731558813515,1.93192546583851,6.51130434782609,0.00186853962364166,67,"n = 100"
"134","p.value",0.0316305295772923,0.00145804458663359,5.21442530189018e-06,0.00549924138089152,0.000543507513832512,0.0822739715612179,0.00535954270061477,0.482760447467138,67,"n = 100"
"135","statistic",1.60712970540098,4.45637274959083,1.57826550031275,0.631643157037909,2.89251832914281,0.252613485904485,5.73605562928936,6.00909936717162,68,"n = 100"
"136","p.value",0.10244787342176,0.0173856291695693,0.0590595837421443,0.213376616502879,0.0444958610086415,0.307620412019287,0.00831003771088126,0.00711614494930776,68,"n = 100"
"137","statistic",10.1890127610748,13.6591467500558,3.0225984363862,5.79234075169034,4.8458001946374,0.425613620124195,5.16712555736946,2.67009225342559,69,"n = 100"
"138","p.value",0.000706399672582979,0.000109585535129345,0.00174447261650767,0.00804807160903631,0.0138567656996271,0.257074582452658,0.0115091366856946,0.0511250482479345,69,"n = 100"
"139","statistic",15.3360547116133,5.37753080410809,1.56728626032312,6.59293831168831,4.66818277310924,6.76879237184945,2.59102294214471,2.4611524501666,70,"n = 100"
"140","p.value",4.49913336416884e-05,0.0101988638400133,0.0603834975564245,0.00511920252354808,0.0153632114772934,0.00463827923605645,0.053735452955458,0.0583465681105124,70,"n = 100"
"141","statistic",8.46545006142366,9.31294815075823,3.69742843929679,2.28693256578947,3.85307468694097,1.779768112687,2.26551760662838,0.000756233014297522,71,"n = 100"
"142","p.value",0.00180977841346101,0.00113770026613724,0.000189786913296293,0.0652337713644058,0.0248274427489185,0.0910889017204693,0.0661410043238047,0.489030593084076,71,"n = 100"
"143","statistic",7.30881301885755,13.4859213636929,2.70355156741411,4.75458407871199,7.29188440635452,2.92966868544569,3.05552672548002,0.277817685967973,72,"n = 100"
"144","p.value",0.00343086185377289,0.000120180042513196,0.00417775917943874,0.0146101769139571,0.00346333921795205,0.0434826689060753,0.0402314509092507,0.299067581518689,72,"n = 100"
"145","statistic",17.0712226079074,13.3084794074377,1.91292359346939,9.00213068181818,10.4721627804014,4.8947160564193,15.3410671936759,6.7388269086456,73,"n = 100"
"146","p.value",1.80018766779602e-05,0.000132104272146314,0.0293759870868821,0.00134832515291883,0.000605933801941362,0.0134695015330817,4.48721231354367e-05,0.00471683192583751,73,"n = 100"
"147","statistic",7.09751580723044,4.7893296787226,3.11673466909954,8.17481884057971,11.7976310847898,1.06706471699298,9.56097147213467,0.496914390756302,74,"n = 100"
"148","p.value",0.00385954321765398,0.0143182844849906,0.00123396734718639,0.00212379556295828,0.000296530682509624,0.150804699577244,0.000993789479423209,0.240429529383496,74,"n = 100"
"149","statistic",3.86024601061141,5.3003376563039,4.29781656338796,2.06225528001898,3.33939991694352,1.35397730834326,5.69512944273804,0.823515557209716,75,"n = 100"
"150","p.value",0.0247215390950391,0.0106606454037409,2.10616849395139e-05,0.0754932805267916,0.0338196364597848,0.122292000054191,0.00850602887590525,0.18207715027817,75,"n = 100"
"151","statistic",21.8913151376762,0.125883015289795,1.15740912162241,1.75155009221383,1.08764186633039,2.0034146145643,3.05951349360299,0.105817415783014,76,"n = 100"
"152","p.value",1.44268414159581e-06,0.361369727233856,0.125062105874165,0.0928409914018996,0.148497143116766,0.0784726511496349,0.0401328491934543,0.37247857074369,76,"n = 100"
"153","statistic",10.5694531602477,1.47644245919203,2.98887708028134,8.07503957289801,6.51279298622294,1.93027426316988,7.32992863973755,6.10853712192738,77,"n = 100"
"154","p.value",0.000574858660131528,0.112165981575754,0.00180705325831485,0.00224395636021268,0.00535505796256928,0.0823642211252757,0.00339078731333604,0.00672652166369102,77,"n = 100"
"155","statistic",14.6244765963028,6.46469927530076,3.65954812865413,4.95422944546067,1.57980114453877,8.23454412712861,3.44729707314866,2.53160695413662,78,"n = 100"
"156","p.value",6.55997038885415e-05,0.00550191307913248,0.000226414509564293,0.0130134607060961,0.104394669670875,0.00205502472880594,0.0316776486117309,0.0557932624753856,78,"n = 100"
"157","statistic",12.6062308029838,11.8086880210619,5.08019591091742,5.11495280320366,1.86067754919499,9.90101526682907,9.62791344537725,6.93806581423094,79,"n = 100"
"158","p.value",0.000192231498197283,0.000294774810462865,9.56274455497057e-07,0.0118602557458208,0.0862733108705959,0.000825938070543675,0.000958211018322348,0.00421901536610507,79,"n = 100"
"159","statistic",15.2780345660642,7.12140658298248,2.05851468914843,4.00914538845573,2.42094861660079,0.06551243567753,1.97809968546741,0.194022597390817,80,"n = 100"
"160","p.value",4.63946258471016e-05,0.00380844619954741,0.0212028039553795,0.0226270419223589,0.0598612057603284,0.398993189405232,0.07979537208437,0.329794760844478,80,"n = 100"
"161","statistic",17.3221700408887,7.33917203650941,3.4968439527863,5.22138411078717,13.033268135519,2.13425966131133,1.96838529409182,0.884258396885227,81,"n = 100"
"162","p.value",1.57742314584105e-05,0.00337339537196189,0.000366243890505947,0.0111553931796253,0.000153003037395967,0.0720199942559598,0.0803096791177115,0.173518992746492,81,"n = 100"
"163","statistic",7.75890013596145,1.28582228201679,3.73973839571144,2.50873009493699,5.87190587190587,1.61159427253508,15.2997722815151,2.9112879305308,82,"n = 100"
"164","p.value",0.00267242492362305,0.128409640334184,0.000156657024939521,0.0566085661520408,0.0076921937705375,0.102133920629996,4.58637841241779e-05,0.0439808023813135,82,"n = 100"
"165","statistic",14.3256755611049,10.5338475058155,2.20707956505613,8.1597305813686,4.29862229379138,3.16565338923829,6.4548885077187,0.187795961918502,83,"n = 100"
