"","H1","H2","H3","H4","H5","H6","H7","H8","graph","seed","case"
"12990",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"coPrimary.2",624,"n = 125"
"12991",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MesoPhoto.FS",624,"n = 125"
"12992",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MesoPhoto.SA",624,"n = 125"
"12993",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Bonferroni",625,"n = 125"
"12994",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",625,"n = 125"
"12995",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"BonHolm",625,"n = 125"
"12996",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",625,"n = 125"
"12997",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"coPrimary.1",625,"n = 125"
"12998",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"coPrimary.2",625,"n = 125"
"12999",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",625,"n = 125"
"13000",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",625,"n = 125"
"13001",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",626,"n = 125"
"13002",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",626,"n = 125"
"13003",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",626,"n = 125"
"13004",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",626,"n = 125"
"13005",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",626,"n = 125"
"13006",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",626,"n = 125"
"13007",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",626,"n = 125"
"13008",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",626,"n = 125"
"13009",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",627,"n = 125"
"13010",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",627,"n = 125"
"13011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"BonHolm",627,"n = 125"
"13012",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",627,"n = 125"
"13013",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",627,"n = 125"
"13014",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",627,"n = 125"
"13015",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",627,"n = 125"
"13016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",627,"n = 125"
"13017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",628,"n = 125"
"13018",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",628,"n = 125"
"13019",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"BonHolm",628,"n = 125"
"13020",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",628,"n = 125"
"13021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",628,"n = 125"
"13022",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",628,"n = 125"
"13023",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",628,"n = 125"
"13024",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",628,"n = 125"
"13025",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Bonferroni",629,"n = 125"
"13026",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",629,"n = 125"
"13027",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"BonHolm",629,"n = 125"
"13028",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",629,"n = 125"
"13029",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"coPrimary.1",629,"n = 125"
"13030",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"coPrimary.2",629,"n = 125"
"13031",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"MesoPhoto.FS",629,"n = 125"
"13032",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",629,"n = 125"
"13033",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",630,"n = 125"
"13034",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",630,"n = 125"
"13035",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",630,"n = 125"
"13036",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",630,"n = 125"
"13037",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",630,"n = 125"
"13038",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",630,"n = 125"
"13039",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",630,"n = 125"
"13040",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",630,"n = 125"
"13041",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",631,"n = 125"
"13042",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",631,"n = 125"
"13043",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",631,"n = 125"
"13044",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",631,"n = 125"
"13045",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",631,"n = 125"
"13046",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",631,"n = 125"
"13047",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",631,"n = 125"
"13048",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",631,"n = 125"
"13049",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Bonferroni",632,"n = 125"
"13050",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",632,"n = 125"
"13051",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"BonHolm",632,"n = 125"
"13052",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",632,"n = 125"
"13053",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",632,"n = 125"
"13054",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"coPrimary.2",632,"n = 125"
"13055",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",632,"n = 125"
"13056",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"MesoPhoto.SA",632,"n = 125"
"13057",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Bonferroni",633,"n = 125"
"13058",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",633,"n = 125"
"13059",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"BonHolm",633,"n = 125"
"13060",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",633,"n = 125"
"13061",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"coPrimary.1",633,"n = 125"
"13062",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"coPrimary.2",633,"n = 125"
"13063",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",633,"n = 125"
"13064",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",633,"n = 125"
"13065",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",634,"n = 125"
"13066",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",634,"n = 125"
"13067",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",634,"n = 125"
"13068",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",634,"n = 125"
"13069",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",634,"n = 125"
"13070",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",634,"n = 125"
"13071",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",634,"n = 125"
"13072",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",634,"n = 125"
"13073",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",635,"n = 125"
"13074",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",635,"n = 125"
"13075",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",635,"n = 125"
"13076",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",635,"n = 125"
"13077",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",635,"n = 125"
"13078",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",635,"n = 125"
"13079",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",635,"n = 125"
"13080",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",635,"n = 125"
"13081",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",636,"n = 125"
"13082",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",636,"n = 125"
"13083",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",636,"n = 125"
"13084",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",636,"n = 125"
"13085",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",636,"n = 125"
"13086",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",636,"n = 125"
"13087",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",636,"n = 125"
"13088",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",636,"n = 125"
"13089",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",637,"n = 125"
"13090",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",637,"n = 125"
"13091",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",637,"n = 125"
"13092",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",637,"n = 125"
"13093",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",637,"n = 125"
"13094",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",637,"n = 125"
"13095",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",637,"n = 125"
"13096",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",637,"n = 125"
"13097",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bonferroni",638,"n = 125"
"13098",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",638,"n = 125"
"13099",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"BonHolm",638,"n = 125"
"13100",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",638,"n = 125"
"13101",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",638,"n = 125"
"13102",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",638,"n = 125"
"13103",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",638,"n = 125"
"13104",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"MesoPhoto.SA",638,"n = 125"
"13105",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",639,"n = 125"
"13106",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",639,"n = 125"
"13107",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"BonHolm",639,"n = 125"
"13108",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",639,"n = 125"
"13109",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",639,"n = 125"
"13110",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",639,"n = 125"
"13111",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",639,"n = 125"
"13112",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",639,"n = 125"
"13113",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",640,"n = 125"
"13114",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",640,"n = 125"
"13115",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"BonHolm",640,"n = 125"
"13116",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",640,"n = 125"
"13117",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",640,"n = 125"
"13118",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",640,"n = 125"
"13119",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",640,"n = 125"
"13120",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"MesoPhoto.SA",640,"n = 125"
"13121",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",641,"n = 125"
"13122",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",641,"n = 125"
"13123",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",641,"n = 125"
"13124",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",641,"n = 125"
"13125",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",641,"n = 125"
"13126",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",641,"n = 125"
"13127",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",641,"n = 125"
"13128",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",641,"n = 125"
"13129",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Bonferroni",642,"n = 125"
"13130",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",642,"n = 125"
"13131",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"BonHolm",642,"n = 125"
"13132",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",642,"n = 125"
"13133",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"coPrimary.1",642,"n = 125"
"13134",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"coPrimary.2",642,"n = 125"
"13135",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"MesoPhoto.FS",642,"n = 125"
"13136",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"MesoPhoto.SA",642,"n = 125"
"13137",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",643,"n = 125"
"13138",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",643,"n = 125"
"13139",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",643,"n = 125"
"13140",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",643,"n = 125"
"13141",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",643,"n = 125"
"13142",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",643,"n = 125"
"13143",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",643,"n = 125"
"13144",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",643,"n = 125"
"13145",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",644,"n = 125"
"13146",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",644,"n = 125"
"13147",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"BonHolm",644,"n = 125"
"13148",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",644,"n = 125"
"13149",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",644,"n = 125"
"13150",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",644,"n = 125"
"13151",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",644,"n = 125"
"13152",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"MesoPhoto.SA",644,"n = 125"
"13153",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",645,"n = 125"
"13154",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",645,"n = 125"
"13155",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",645,"n = 125"
"13156",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",645,"n = 125"
"13157",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",645,"n = 125"
"13158",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",645,"n = 125"
"13159",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",645,"n = 125"
"13160",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",645,"n = 125"
"13161",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",646,"n = 125"
"13162",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",646,"n = 125"
"13163",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",646,"n = 125"
"13164",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",646,"n = 125"
"13165",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",646,"n = 125"
"13166",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",646,"n = 125"
"13167",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",646,"n = 125"
"13168",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",646,"n = 125"
"13169",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",647,"n = 125"
"13170",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"fixedSequence",647,"n = 125"
"13171",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",647,"n = 125"
"13172",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Fallback",647,"n = 125"
"13173",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",647,"n = 125"
"13174",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",647,"n = 125"
"13175",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"MesoPhoto.FS",647,"n = 125"
"13176",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",647,"n = 125"
"13177",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",648,"n = 125"
"13178",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",648,"n = 125"
"13179",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",648,"n = 125"
"13180",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",648,"n = 125"
"13181",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",648,"n = 125"
"13182",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",648,"n = 125"
"13183",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",648,"n = 125"
"13184",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",648,"n = 125"
"13185",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",649,"n = 125"
"13186",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",649,"n = 125"
"13187",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"BonHolm",649,"n = 125"
"13188",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",649,"n = 125"
"13189",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",649,"n = 125"
"13190",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",649,"n = 125"
"13191",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",649,"n = 125"
"13192",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",649,"n = 125"
"13193",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",650,"n = 125"
"13194",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",650,"n = 125"
"13195",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",650,"n = 125"
"13196",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",650,"n = 125"
"13197",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",650,"n = 125"
"13198",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",650,"n = 125"
"13199",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",650,"n = 125"
"13200",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",650,"n = 125"
"13201",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bonferroni",651,"n = 125"
"13202",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",651,"n = 125"
"13203",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"BonHolm",651,"n = 125"
"13204",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",651,"n = 125"
"13205",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",651,"n = 125"
"13206",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"coPrimary.2",651,"n = 125"
"13207",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"MesoPhoto.FS",651,"n = 125"
"13208",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",651,"n = 125"
"13209",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",652,"n = 125"
"13210",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"fixedSequence",652,"n = 125"
"13211",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"BonHolm",652,"n = 125"
"13212",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Fallback",652,"n = 125"
"13213",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",652,"n = 125"
"13214",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",652,"n = 125"
