"","H1","H2","H3","H4","H5","H6","H7","H8","graph","seed","case"
"9415",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",177,"n = 125"
"9416",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MesoPhoto.SA",177,"n = 125"
"9417",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",178,"n = 125"
"9418",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",178,"n = 125"
"9419",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",178,"n = 125"
"9420",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",178,"n = 125"
"9421",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",178,"n = 125"
"9422",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",178,"n = 125"
"9423",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",178,"n = 125"
"9424",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",178,"n = 125"
"9425",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",179,"n = 125"
"9426",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",179,"n = 125"
"9427",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"BonHolm",179,"n = 125"
"9428",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",179,"n = 125"
"9429",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",179,"n = 125"
"9430",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",179,"n = 125"
"9431",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",179,"n = 125"
"9432",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",179,"n = 125"
"9433",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Bonferroni",180,"n = 125"
"9434",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"fixedSequence",180,"n = 125"
"9435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"BonHolm",180,"n = 125"
"9436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fallback",180,"n = 125"
"9437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"coPrimary.1",180,"n = 125"
"9438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"coPrimary.2",180,"n = 125"
"9439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MesoPhoto.FS",180,"n = 125"
"9440",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MesoPhoto.SA",180,"n = 125"
"9441",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",181,"n = 125"
"9442",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",181,"n = 125"
"9443",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",181,"n = 125"
"9444",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",181,"n = 125"
"9445",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",181,"n = 125"
"9446",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",181,"n = 125"
"9447",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",181,"n = 125"
"9448",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",181,"n = 125"
"9449",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",182,"n = 125"
"9450",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",182,"n = 125"
"9451",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"BonHolm",182,"n = 125"
"9452",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",182,"n = 125"
"9453",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",182,"n = 125"
"9454",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",182,"n = 125"
"9455",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",182,"n = 125"
"9456",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",182,"n = 125"
"9457",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",183,"n = 125"
"9458",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",183,"n = 125"
"9459",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",183,"n = 125"
"9460",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",183,"n = 125"
"9461",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",183,"n = 125"
"9462",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",183,"n = 125"
"9463",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",183,"n = 125"
"9464",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",183,"n = 125"
"9465",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",184,"n = 125"
"9466",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",184,"n = 125"
"9467",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"BonHolm",184,"n = 125"
"9468",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",184,"n = 125"
"9469",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",184,"n = 125"
"9470",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",184,"n = 125"
"9471",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",184,"n = 125"
"9472",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"MesoPhoto.SA",184,"n = 125"
"9473",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",185,"n = 125"
"9474",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",185,"n = 125"
"9475",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"BonHolm",185,"n = 125"
"9476",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",185,"n = 125"
"9477",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",185,"n = 125"
"9478",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",185,"n = 125"
"9479",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",185,"n = 125"
"9480",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"MesoPhoto.SA",185,"n = 125"
"9481",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",186,"n = 125"
"9482",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",186,"n = 125"
"9483",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"BonHolm",186,"n = 125"
"9484",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",186,"n = 125"
"9485",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",186,"n = 125"
"9486",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"coPrimary.2",186,"n = 125"
"9487",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"MesoPhoto.FS",186,"n = 125"
"9488",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",186,"n = 125"
"9489",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",187,"n = 125"
"9490",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"fixedSequence",187,"n = 125"
"9491",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"BonHolm",187,"n = 125"
"9492",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Fallback",187,"n = 125"
"9493",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"coPrimary.1",187,"n = 125"
"9494",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"coPrimary.2",187,"n = 125"
"9495",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"MesoPhoto.FS",187,"n = 125"
"9496",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",187,"n = 125"
"9497",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bonferroni",188,"n = 125"
"9498",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",188,"n = 125"
"9499",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"BonHolm",188,"n = 125"
"9500",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fallback",188,"n = 125"
"9501",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",188,"n = 125"
"9502",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",188,"n = 125"
"9503",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",188,"n = 125"
"9504",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",188,"n = 125"
"9505",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",189,"n = 125"
"9506",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",189,"n = 125"
"9507",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",189,"n = 125"
"9508",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",189,"n = 125"
"9509",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",189,"n = 125"
"9510",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",189,"n = 125"
"9511",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",189,"n = 125"
"9512",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",189,"n = 125"
"9513",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",190,"n = 125"
"9514",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",190,"n = 125"
"9515",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",190,"n = 125"
"9516",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",190,"n = 125"
"9517",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",190,"n = 125"
"9518",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",190,"n = 125"
"9519",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",190,"n = 125"
"9520",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",190,"n = 125"
"9521",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",191,"n = 125"
"9522",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",191,"n = 125"
"9523",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"BonHolm",191,"n = 125"
"9524",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",191,"n = 125"
"9525",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",191,"n = 125"
"9526",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",191,"n = 125"
"9527",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",191,"n = 125"
"9528",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"MesoPhoto.SA",191,"n = 125"
"9529",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",192,"n = 125"
"9530",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",192,"n = 125"
"9531",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"BonHolm",192,"n = 125"
"9532",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",192,"n = 125"
"9533",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",192,"n = 125"
"9534",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",192,"n = 125"
"9535",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",192,"n = 125"
"9536",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",192,"n = 125"
"9537",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bonferroni",193,"n = 125"
"9538",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",193,"n = 125"
"9539",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"BonHolm",193,"n = 125"
"9540",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",193,"n = 125"
"9541",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",193,"n = 125"
"9542",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",193,"n = 125"
"9543",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",193,"n = 125"
"9544",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"MesoPhoto.SA",193,"n = 125"
"9545",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Bonferroni",194,"n = 125"
"9546",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",194,"n = 125"
"9547",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"BonHolm",194,"n = 125"
"9548",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",194,"n = 125"
"9549",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"coPrimary.1",194,"n = 125"
"9550",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"coPrimary.2",194,"n = 125"
"9551",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",194,"n = 125"
"9552",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"MesoPhoto.SA",194,"n = 125"
"9553",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bonferroni",195,"n = 125"
"9554",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",195,"n = 125"
"9555",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"BonHolm",195,"n = 125"
"9556",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",195,"n = 125"
"9557",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",195,"n = 125"
"9558",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",195,"n = 125"
"9559",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",195,"n = 125"
"9560",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"MesoPhoto.SA",195,"n = 125"
"9561",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",196,"n = 125"
"9562",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",196,"n = 125"
"9563",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"BonHolm",196,"n = 125"
"9564",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",196,"n = 125"
"9565",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",196,"n = 125"
"9566",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",196,"n = 125"
"9567",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",196,"n = 125"
"9568",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",196,"n = 125"
"9569",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",197,"n = 125"
"9570",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",197,"n = 125"
"9571",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",197,"n = 125"
"9572",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",197,"n = 125"
"9573",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",197,"n = 125"
"9574",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",197,"n = 125"
"9575",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",197,"n = 125"
"9576",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",197,"n = 125"
"9577",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",198,"n = 125"
"9578",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",198,"n = 125"
"9579",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",198,"n = 125"
"9580",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",198,"n = 125"
"9581",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",198,"n = 125"
"9582",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",198,"n = 125"
"9583",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",198,"n = 125"
"9584",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",198,"n = 125"
"9585",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Bonferroni",199,"n = 125"
"9586",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"fixedSequence",199,"n = 125"
"9587",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"BonHolm",199,"n = 125"
"9588",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Fallback",199,"n = 125"
"9589",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",199,"n = 125"
"9590",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",199,"n = 125"
"9591",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"MesoPhoto.FS",199,"n = 125"
"9592",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"MesoPhoto.SA",199,"n = 125"
"9593",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Bonferroni",200,"n = 125"
"9594",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",200,"n = 125"
"9595",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"BonHolm",200,"n = 125"
"9596",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Fallback",200,"n = 125"
"9597",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",200,"n = 125"
"9598",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",200,"n = 125"
"9599",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",200,"n = 125"
"9600",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",200,"n = 125"
"9601",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",201,"n = 125"
"9602",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",201,"n = 125"
"9603",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",201,"n = 125"
"9604",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",201,"n = 125"
"9605",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.1",201,"n = 125"
"9606",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",201,"n = 125"
"9607",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",201,"n = 125"
"9608",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",201,"n = 125"
"9609",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bonferroni",202,"n = 125"
"9610",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",202,"n = 125"
"9611",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"BonHolm",202,"n = 125"
"9612",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",202,"n = 125"
"9613",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",202,"n = 125"
"9614",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",202,"n = 125"
"9615",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",202,"n = 125"
"9616",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.SA",202,"n = 125"
"9617",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",203,"n = 125"
"9618",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",203,"n = 125"
"9619",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",203,"n = 125"
"9620",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",203,"n = 125"
"9621",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",203,"n = 125"
"9622",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.2",203,"n = 125"
"9623",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",203,"n = 125"
"9624",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",203,"n = 125"
"9625",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bonferroni",204,"n = 125"
"9626",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fixedSequence",204,"n = 125"
"9627",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"BonHolm",204,"n = 125"
"9628",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fallback",204,"n = 125"
"9629",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"coPrimary.1",204,"n = 125"
"9630",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"coPrimary.2",204,"n = 125"
"9631",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"MesoPhoto.FS",204,"n = 125"
"9632",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.SA",204,"n = 125"
"9633",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Bonferroni",205,"n = 125"
"9634",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"fixedSequence",205,"n = 125"
"9635",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"BonHolm",205,"n = 125"
"9636",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fallback",205,"n = 125"
"9637",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.1",205,"n = 125"
"9638",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"coPrimary.2",205,"n = 125"
"9639",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MesoPhoto.FS",205,"n = 125"
